country_year_id,country,year,aid_per_capita,aid_total,Income_group,Region,democracy_score,conflict_present,population,multi_sector_aid,program_support_aid,humanitarian_aid,environment_aid,education_social_aid,health_aid,econdev_aid,democracy_rights_aid,peace_security_aid
Croatia-2019,Croatia,2019,4.287883554162797,17092936,High income,Europe & Central Asia,9.17,No,3986334,0,3526,29313,0,0,0,0,0,17060097
Croatia-2020,Croatia,2020,2.849883837916336,11268321,High income,Europe & Central Asia,9.17,No,3953958,0,568234,0,0,0,0,0,0,10700087
Croatia-2021,Croatia,2021,0.6997714422579568,2746330,High income,Europe & Central Asia,8.33,No,3924610,0,1756076,0,0,0,0,0,79324,910930
Croatia-2022,Croatia,2022,38.24259110571798,149414836,High income,Europe & Central Asia,8.33,No,3907027,0,1812962,0,0,0,0,0,114764,147487110
Croatia-2023,Croatia,2023,1.2099533293309614,4714006,High income,Europe & Central Asia,8.33,No,3896023,0,1929385,0,0,0,0,0,227767,2556854
Croatia-2024,Croatia,2024,1.843197409249547,7142989,High income,Europe & Central Asia,,No,3875325,0,574943,0,0,0,0,1490,50239,6516317
Cuba-2000,Cuba,2000,0.0,0,Upper middle income,Latin America & Caribbean,0.0,No,11109108,0,0,0,0,0,0,0,0,0
Cuba-2001,Cuba,2001,0.5544945088590121,6179360,Upper middle income,Latin America & Caribbean,0.0,No,11144132,0,0,0,0,0,0,83711,6095649,0
Cuba-2002,Cuba,2002,0.7446701018070542,8323489,Upper middle income,Latin America & Caribbean,0.0,No,11177418,0,0,75950,0,0,0,0,8247539,0
Cuba-2003,Cuba,2003,1.1297498711570477,12663799,Upper middle income,Latin America & Caribbean,0.0,No,11209383,0,0,152670,0,0,0,0,12511129,0
Cuba-2004,Cuba,2004,1.1293907439577833,12692947,Upper middle income,Latin America & Caribbean,0.0,No,11238756,0,0,231459,0,0,0,0,12461488,0
Cuba-2005,Cuba,2005,1.1374895072645157,12811037,Upper middle income,Latin America & Caribbean,0.0,No,11262554,0,0,25845,0,0,0,0,12785192,0
Cuba-2006,Cuba,2006,1.9348723905111915,21822555,Upper middle income,Latin America & Caribbean,0.0,No,11278550,0,0,111399,0,0,0,0,21711156,0
Cuba-2007,Cuba,2007,1.447488640302103,16338198,Upper middle income,Latin America & Caribbean,0.83,No,11287272,0,28846,263516,0,0,0,0,16045836,0
Cuba-2008,Cuba,2008,1.5402245938432455,17391848,Upper middle income,Latin America & Caribbean,0.83,No,11291761,0,400322,19140,0,0,0,0,16972386,0
Cuba-2009,Cuba,2009,2.253504403252529,25452699,Upper middle income,Latin America & Caribbean,0.83,No,11294719,0,415016,1742918,0,0,0,0,23294765,0
Cuba-2010,Cuba,2010,2.1459214232219086,24243352,Upper middle income,Latin America & Caribbean,0.83,No,11297409,0,1618891,185314,0,0,0,34030,22404732,385
Cuba-2011,Cuba,2011,1.5460858494805723,17473199,Upper middle income,Latin America & Caribbean,0.83,No,11301571,0,1309005,-10709,0,0,0,0,16174903,0
Cuba-2012,Cuba,2012,1.6147227659485057,18251494,Upper middle income,Latin America & Caribbean,0.83,No,11303175,0,2352441,0,0,0,0,0,15899053,0
Cuba-2013,Cuba,2013,1.2067794713956697,13634396,Upper middle income,Latin America & Caribbean,0.83,No,11298167,0,2270829,0,0,0,0,0,11363567,0
Cuba-2014,Cuba,2014,1.30376611265066,14714011,Upper middle income,Latin America & Caribbean,0.83,No,11285775,0,1395928,0,0,0,0,0,13318083,0
Cuba-2015,Cuba,2015,1.4593164171839734,16453886,Upper middle income,Latin America & Caribbean,0.83,No,11275064,0,839204,2439050,0,0,0,0,13175632,0
Cuba-2016,Cuba,2016,1.2194724973663216,13738104,Upper middle income,Latin America & Caribbean,0.83,No,11265612,0,905211,3716602,0,0,0,0,9067880,48411
Cuba-2017,Cuba,2017,0.684038937647434,7693953,Upper middle income,Latin America & Caribbean,0.83,No,11247829,0,1155182,0,0,0,0,0,6491315,47456
Cuba-2018,Cuba,2018,1.307704284189788,14681749,Upper middle income,Latin America & Caribbean,0.83,No,11227117,0,1195150,3492739,0,0,0,0,9993860,0
Cuba-2019,Cuba,2019,1.345949591737671,15078466,Upper middle income,Latin America & Caribbean,0.83,No,11202846,36132,1424733,30661,0,0,0,0,13586940,0
Cuba-2020,Cuba,2020,1.0418432522806633,11644009,Upper middle income,Latin America & Caribbean,0.83,No,11176354,31999,1446399,211892,0,0,0,0,9953719,0
Cuba-2021,Cuba,2021,0.8809560330324088,9798141,Upper middle income,Latin America & Caribbean,0.83,No,11122168,0,1306349,16448,0,0,0,0,8475344,0
Cuba-2022,Cuba,2022,0.6616597738480373,7317838,Upper middle income,Latin America & Caribbean,0.83,No,11059820,0,1380117,0,0,0,0,0,5937721,0
Cuba-2023,Cuba,2023,0.8449386702093389,9311165,Upper middle income,Latin America & Caribbean,0.83,No,11019930,0,1380719,1386710,0,0,0,0,6543736,0
Cuba-2024,Cuba,2024,0.6118382303183951,6717851,Upper middle income,Latin America & Caribbean,,No,10979783,0,1256483,594155,0,0,0,0,4867213,0
Cyprus-2000,Cyprus,2000,0.0,0,High income,Europe & Central Asia,10.0,No,947666,0,0,0,0,0,0,0,0,0
Cyprus-2001,Cyprus,2001,23.051732811133803,22224798,High income,Europe & Central Asia,10.0,No,964127,0,0,119686,0,68341,0,0,22036771,0
Cyprus-2002,Cyprus,2002,19.87384964949462,19504991,High income,Europe & Central Asia,10.0,No,981440,0,0,19494903,0,10088,0,0,0,0
Cyprus-2003,Cyprus,2003,15.987272781840554,15980718,High income,Europe & Central Asia,10.0,No,999590,0,8671,15954684,0,17363,0,0,0,0
Cyprus-2004,Cyprus,2004,22.00017978631954,22393433,High income,Europe & Central Asia,10.0,No,1017875,0,14768,21854914,0,12998,0,510753,0,0
Cyprus-2005,Cyprus,2005,2.930302629636028,3036236,High income,Europe & Central Asia,10.0,No,1036151,0,160258,1423298,0,217446,0,946844,0,288390
Cyprus-2006,Cyprus,2006,13.054641517880006,13765049,High income,Europe & Central Asia,10.0,No,1054418,0,447425,1349244,30415,11522654,0,51618,0,363693
Cyprus-2007,Cyprus,2007,66.5073276822412,71343275,High income,Europe & Central Asia,10.0,No,1072713,0,273648,20948979,50053,22720641,0,27200848,0,149106
Cyprus-2008,Cyprus,2008,26.228181546544263,28615628,High income,Europe & Central Asia,10.0,No,1091026,0,446685,297,0,21776390,0,23579,0,6368677
Cyprus-2009,Cyprus,2009,23.427847852521836,25990175,High income,Europe & Central Asia,10.0,No,1109371,0,810461,10122,0,1374496,0,0,0,23795096
Cyprus-2010,Cyprus,2010,12.334288571894707,13910808,High income,Europe & Central Asia,10.0,No,1127816,0,1173892,0,0,0,0,29695,0,12707221
Cyprus-2011,Cyprus,2011,15.009276122293047,17208015,High income,Europe & Central Asia,10.0,No,1146492,0,1072892,0,0,0,0,0,0,16135123
Cyprus-2012,Cyprus,2012,10.473096292508046,12205315,High income,Europe & Central Asia,10.0,No,1165397,9084,929807,58977,0,0,0,0,0,11207447
Cyprus-2013,Cyprus,2013,6.072546974182677,7189258,High income,Europe & Central Asia,10.0,No,1183895,0,810393,0,0,0,0,0,0,6378865
Cyprus-2014,Cyprus,2014,5.891204027292395,7080049,High income,Europe & Central Asia,10.0,No,1201800,0,356047,0,0,0,0,0,0,6724002
Cyprus-2015,Cyprus,2015,2.728588988446914,3327517,High income,Europe & Central Asia,10.0,No,1219501,297126,297830,0,0,0,0,0,26699,2705862
Cyprus-2016,Cyprus,2016,1.951708495269628,2414482,High income,Europe & Central Asia,10.0,No,1237112,403065,17,0,0,0,0,0,260134,1751266
Cyprus-2017,Cyprus,2017,0.3029423372067529,379973,High income,Europe & Central Asia,10.0,No,1254275,379973,0,0,0,0,0,0,0,0
Cyprus-2018,Cyprus,2018,0.08573135117652197,108942,High income,Europe & Central Asia,10.0,No,1270737,0,59298,0,0,0,0,0,0,49644
Cyprus-2019,Cyprus,2019,0.061080882370085285,78591,High income,Europe & Central Asia,10.0,No,1286671,0,11041,0,0,0,0,0,0,67550
Cyprus-2020,Cyprus,2020,7.141502341721655E-5,93,High income,Europe & Central Asia,10.0,No,1302247,0,93,0,0,0,0,0,0,0
Cyprus-2021,Cyprus,2021,0.021552286936692103,28391,High income,Europe & Central Asia,10.0,No,1317308,0,2657,25734,0,0,0,0,0,0
Cyprus-2022,Cyprus,2022,0.18640122580499785,248169,High income,Europe & Central Asia,10.0,No,1331370,0,2773,17255,0,0,0,0,0,228141
Cyprus-2023,Cyprus,2023,0.4124232792431086,554699,High income,Europe & Central Asia,10.0,No,1344975,0,44557,42000,0,0,0,0,0,468142
Cyprus-2024,Cyprus,2024,0.3664217003538293,497704,High income,Europe & Central Asia,,No,1358282,0,2918,7792,0,0,0,0,0,486994
Czech Republic-2000,Czech Republic,2000,0.0,0,High income,Europe & Central Asia,9.17,No,10236804,0,0,0,0,0,0,0,0,0
Czech Republic-2001,Czech Republic,2001,1.7156048474110863,17553959,High income,Europe & Central Asia,9.17,No,10231936,357001,4804,0,57449,254915,0,311360,248112,16320318
Czech Republic-2002,Czech Republic,2002,2.225915350289683,22792189,High income,Europe & Central Asia,9.17,No,10239468,0,946,0,187602,153024,1335432,2046797,0,19068388
Czech Republic-2003,Czech Republic,2003,4.46756963080569,45787728,High income,Europe & Central Asia,10.0,No,10248912,0,14825,168048,1016167,0,0,338115,0,44250573
Czech Republic-2004,Czech Republic,2004,1.8639892865032999,19127231,High income,Europe & Central Asia,10.0,No,10261449,0,-633,0,6655,0,37123,3600036,491,15483559
Czech Republic-2005,Czech Republic,2005,1.3738544916456488,14123433,High income,Europe & Central Asia,10.0,No,10280152,0,0,14864,1502,0,0,1907578,0,12199489
Czech Republic-2006,Czech Republic,2006,1.7682174192699407,18220752,High income,Europe & Central Asia,10.0,No,10304588,0,0,44007,109108,0,0,3927887,1493408,12646342
Czech Republic-2007,Czech Republic,2007,1.5147329495993391,15658617,High income,Europe & Central Asia,10.0,No,10337543,0,0,0,106185,0,21962,5939565,0,9590905
Czech Republic-2008,Czech Republic,2008,4.484903681646267,46545640,High income,Europe & Central Asia,10.0,No,10378292,0,0,0,0,0,142118,20929853,0,25473669
Czech Republic-2009,Czech Republic,2009,1.1188616161391285,11659639,High income,Europe & Central Asia,10.0,No,10420984,0,0,0,0,0,168032,1400421,4106,10087080
Czech Republic-2010,Czech Republic,2010,1.3888208516122127,14532670,High income,Europe & Central Asia,10.0,No,10464035,0,0,0,0,0,197386,88476,0,14246808
Czech Republic-2011,Czech Republic,2011,3.2687290785555843,34306982,High income,Europe & Central Asia,10.0,No,10495511,0,0,0,0,0,23520,14438,0,34269024
Czech Republic-2012,Czech Republic,2012,1.974601837668638,20747803,High income,Europe & Central Asia,10.0,No,10507335,0,0,0,0,0,0,0,0,20747803
Czech Republic-2013,Czech Republic,2013,3.9665714409120514,41693275,High income,Europe & Central Asia,10.0,No,10511162,0,0,0,0,141014,0,0,0,41552261
Czech Republic-2014,Czech Republic,2014,0.6826733287535448,7179829,High income,Europe & Central Asia,10.0,No,10517225,0,0,0,0,279359,0,0,0,6900470
Czech Republic-2015,Czech Republic,2015,0.4733958634854418,4982215,High income,Europe & Central Asia,10.0,No,10524416,0,0,0,0,86928,0,0,0,4895287
Czech Republic-2016,Czech Republic,2016,0.5707302200884394,6010901,High income,Europe & Central Asia,10.0,No,10531948,0,0,0,0,0,0,0,288605,5722296
Czech Republic-2017,Czech Republic,2017,0.5626282272815195,5930856,High income,Europe & Central Asia,10.0,No,10541341,0,0,0,0,0,0,0,0,5930856
Czech Republic-2018,Czech Republic,2018,0.43494391899392326,4588196,High income,Europe & Central Asia,10.0,No,10548937,0,0,0,0,64166,0,0,0,4524030
Czech Republic-2019,Czech Republic,2019,1.1862203010457253,12520407,High income,Europe & Central Asia,10.0,No,10554875,298068,0,0,0,374381,0,0,0,11847958
Czech Republic-2020,Czech Republic,2020,0.5155647859850814,5439275,High income,Europe & Central Asia,10.0,No,10550129,646369,0,0,0,63821,0,0,0,4729085
Czech Republic-2021,Czech Republic,2021,0.17149003264935736,1805907,High income,Europe & Central Asia,10.0,No,10530682,0,0,0,0,24423,0,0,1614915,166569
Czech Republic-2022,Czech Republic,2022,30.110458490803097,321375337,High income,Europe & Central Asia,10.0,No,10673213,20915,0,0,0,213332,0,0,358836,320782254
Czech Republic-2023,Czech Republic,2023,0.30233310477352043,3268135,High income,Europe & Central Asia,10.0,No,10809716,0,0,0,0,0,0,0,905156,2362979
Czech Republic-2024,Czech Republic,2024,0.13927343866941622,1495220,High income,Europe & Central Asia,,No,10735859,0,0,0,0,0,0,146,107140,1387934
Denmark-2000,Denmark,2000,0.0,0,High income,Europe & Central Asia,10.0,No,5339658,0,0,0,0,0,0,0,0,0
Denmark-2001,Denmark,2001,0.0,0,High income,Europe & Central Asia,10.0,No,5358828,0,0,0,0,0,0,0,0,0
Denmark-2002,Denmark,2002,0.0,0,High income,Europe & Central Asia,10.0,No,5375959,0,0,0,0,0,0,0,0,0
Denmark-2003,Denmark,2003,0.0,0,High income,Europe & Central Asia,10.0,No,5390620,0,0,0,0,0,0,0,0,0
Denmark-2004,Denmark,2004,0.0,0,High income,Europe & Central Asia,10.0,No,5404598,0,0,0,0,0,0,0,0,0
Denmark-2005,Denmark,2005,0.0,0,High income,Europe & Central Asia,10.0,No,5419554,0,0,0,0,0,0,0,0,0
Denmark-2006,Denmark,2006,0.0,0,High income,Europe & Central Asia,10.0,No,5437420,0,0,0,0,0,0,0,0,0
Denmark-2007,Denmark,2007,0.0,0,High income,Europe & Central Asia,10.0,No,5461607,0,0,0,0,0,0,0,0,0
Denmark-2008,Denmark,2008,0.0,0,High income,Europe & Central Asia,10.0,No,5493763,0,0,0,0,0,0,0,0,0
Denmark-2009,Denmark,2009,0.008394993240298647,46367,High income,Europe & Central Asia,10.0,No,5523173,0,0,0,0,0,0,0,0,46367
Denmark-2010,Denmark,2010,0.026903877565808233,149259,High income,Europe & Central Asia,10.0,No,5547862,0,0,0,0,0,0,0,0,149259
Denmark-2011,Denmark,2011,0.0,0,High income,Europe & Central Asia,10.0,No,5570849,0,0,0,0,0,0,0,0,0
Denmark-2012,Denmark,2012,0.008828458796591365,49368,High income,Europe & Central Asia,10.0,No,5591916,0,0,0,0,0,0,0,0,49368
Denmark-2013,Denmark,2013,0.0012827380464770382,7203,High income,Europe & Central Asia,10.0,No,5615332,0,0,0,0,0,0,0,0,7203
Denmark-2014,Denmark,2014,0.0,0,High income,Europe & Central Asia,10.0,No,5643794,0,0,0,0,0,0,0,0,0
Denmark-2015,Denmark,2015,0.0,0,High income,Europe & Central Asia,10.0,No,5683701,0,0,0,0,0,0,0,0,0
Denmark-2016,Denmark,2016,7.487516586795749E-4,4289,High income,Europe & Central Asia,10.0,No,5728201,0,0,0,0,0,0,4289,0,0
Denmark-2017,Denmark,2017,0.0,0,High income,Europe & Central Asia,10.0,No,5765168,0,0,0,0,0,0,0,0,0
Denmark-2018,Denmark,2018,0.0,0,High income,Europe & Central Asia,10.0,No,5793824,0,0,0,0,0,0,0,0,0
Denmark-2019,Denmark,2019,5.2625985060411535E-5,306,High income,Europe & Central Asia,10.0,No,5814618,0,0,0,0,0,0,0,0,306
Denmark-2020,Denmark,2020,0.0033711564546525527,19659,High income,Europe & Central Asia,10.0,No,5831530,0,0,0,0,0,0,0,0,19659
Denmark-2021,Denmark,2021,0.0,0,High income,Europe & Central Asia,10.0,No,5856776,0,0,0,0,0,0,0,0,0
Denmark-2022,Denmark,2022,0.0639302390705048,377374,High income,Europe & Central Asia,10.0,No,5902903,0,377374,0,0,0,0,0,0,0
Denmark-2023,Denmark,2023,3.005983723304242E-4,1788,High income,Europe & Central Asia,10.0,No,5948136,0,1788,0,0,0,0,0,0,0
Denmark-2024,Denmark,2024,0.0,0,High income,Europe & Central Asia,,No,5977412,0,0,0,0,0,0,0,0,0
Djibouti-2000,Djibouti,2000,0.0,0,Lower middle income,Middle East & North Africa,4.17,No,747318,0,0,0,0,0,0,0,0,0
Djibouti-2001,Djibouti,2001,2.34830477380778,1811278,Lower middle income,Middle East & North Africa,4.17,No,771313,0,0,393830,0,311722,0,0,68369,1037357
Djibouti-2002,Djibouti,2002,7.021823237059029,5586380,Lower middle income,Middle East & North Africa,3.33,No,795574,0,0,2091905,0,79643,0,0,74632,3340200
Djibouti-2003,Djibouti,2003,33.9697265829071,27635018,Lower middle income,Middle East & North Africa,3.33,No,813519,0,0,5441699,0,148101,0,0,0,22045218
Djibouti-2004,Djibouti,2004,23.247713718175138,19205471,Lower middle income,Middle East & North Africa,3.33,No,826123,0,354130,1539225,0,2827021,961548,2864517,123289,10535741
Djibouti-2005,Djibouti,2005,20.948052056384487,17578914,Lower middle income,Middle East & North Africa,3.33,No,839167,0,763358,2312227,0,4683135,2696487,0,53651,7070056
Djibouti-2006,Djibouti,2006,25.856667258730212,22127205,Lower middle income,Middle East & North Africa,3.33,No,855764,0,395629,3185518,0,7059277,4970002,77653,53225,6385901
Djibouti-2007,Djibouti,2007,24.52624904662749,21448867,Lower middle income,Middle East & North Africa,3.33,No,874527,61260,662548,1833172,0,6043293,5749706,910085,56000,6132803
Djibouti-2008,Djibouti,2008,18.902736876535315,16875097,Lower middle income,Middle East & North Africa,3.33,Yes,892733,0,716165,3837454,0,3258292,5389908,397023,23508,3252747
Djibouti-2009,Djibouti,2009,13.5178102239429,12321849,Lower middle income,Middle East & North Africa,2.5,No,911527,0,790718,988827,0,3722574,1648230,0,385601,4785899
Djibouti-2010,Djibouti,2010,21.49153078040228,19992518,Lower middle income,Middle East & North Africa,2.5,No,930251,0,846144,4478051,0,3129977,907160,0,706169,9925017
Djibouti-2011,Djibouti,2011,39.887108523789294,37835196,Lower middle income,Middle East & North Africa,2.5,No,948557,0,1310838,16379882,49198,2837292,1031598,0,912884,15313504
Djibouti-2012,Djibouti,2012,17.312075444764762,16736397,Lower middle income,Middle East & North Africa,2.5,No,966747,0,1492278,5562277,0,2640114,1030206,51803,1291514,4668205
Djibouti-2013,Djibouti,2013,16.660262138209468,16407426,Lower middle income,Middle East & North Africa,2.5,No,984824,0,977928,4697242,0,3910879,1204428,36587,107570,5472792
Djibouti-2014,Djibouti,2014,29.380196007447765,29460022,Lower middle income,Middle East & North Africa,2.5,No,1002717,0,1156062,5038422,106192,1220038,2833655,383585,10359,18711709
Djibouti-2015,Djibouti,2015,24.11814413812232,24608056,Lower middle income,Middle East & North Africa,2.5,No,1020313,0,2653803,3782469,0,221699,1427946,1010158,14856,15497125
Djibouti-2016,Djibouti,2016,11.92106802563092,12369932,Lower middle income,Middle East & North Africa,2.5,No,1037653,3709,1763942,47207,0,82095,2041283,1498494,5217,6927985
Djibouti-2017,Djibouti,2017,16.500611467141937,17405505,Lower middle income,Middle East & North Africa,2.5,No,1054840,0,1846420,5057579,0,3081789,2296414,995481,69199,4058623
Djibouti-2018,Djibouti,2018,21.542581179644774,23091105,Lower middle income,Middle East & North Africa,1.67,No,1071882,0,1621270,4652693,0,4933851,1459569,0,706013,9717709
Djibouti-2019,Djibouti,2019,94.71760865391946,103119913,Lower middle income,Middle East & North Africa,1.67,No,1088709,436134,9070738,7033175,0,5491447,3734336,0,1096143,76257940
Djibouti-2020,Djibouti,2020,38.108294697372756,42116830,Lower middle income,Middle East & North Africa,1.67,No,1105188,115439,11248480,7449125,0,4967113,1269765,2803314,1428300,12835294
Djibouti-2021,Djibouti,2021,27.41771401153001,30742057,Lower middle income,Middle East & North Africa,1.67,No,1121248,0,3744513,9364749,0,3687105,2221126,5210177,538119,5976268
Djibouti-2022,Djibouti,2022,32.7397818653834,37228275,Lower middle income,Middle East & North Africa,1.67,No,1137096,0,6651236,12520212,0,4027107,2742854,1532985,2545820,7208061
Djibouti-2023,Djibouti,2023,27.491265396467995,31695862,Lower middle income,Middle East & North Africa,1.67,No,1152943,0,4481400,11975031,0,2071445,593568,1360942,3700724,7512752
Djibouti-2024,Djibouti,2024,29.667334917970226,34672867,Lower middle income,Middle East & North Africa,,No,1168722,0,12463963,2666597,0,5669578,580043,1321397,5118561,6852728
Dominica-2000,Dominica,2000,0.0,0,Upper middle income,Latin America & Caribbean,10.0,No,68511,0,0,0,0,0,0,0,0,0
Dominica-2001,Dominica,2001,8.244435332708528,562996,Upper middle income,Latin America & Caribbean,10.0,No,68288,0,0,0,0,0,0,0,0,562996
Dominica-2002,Dominica,2002,9.005558237161203,615683,Upper middle income,Latin America & Caribbean,10.0,No,68367,0,0,40399,0,0,0,0,0,575284
Dominica-2003,Dominica,2003,1.5038303833301718,103059,Upper middle income,Latin America & Caribbean,10.0,No,68531,0,0,0,0,0,0,0,0,103059
Dominica-2004,Dominica,2004,9.536803158094072,654692,Upper middle income,Latin America & Caribbean,10.0,No,68649,0,0,0,0,0,0,0,0,654692
Dominica-2005,Dominica,2005,4.763915965897518,327443,Upper middle income,Latin America & Caribbean,10.0,No,68734,0,0,0,0,0,0,0,0,327443
Dominica-2006,Dominica,2006,6.937708920733657,477356,Upper middle income,Latin America & Caribbean,10.0,No,68806,0,0,30094,42836,0,0,0,0,404426
Dominica-2007,Dominica,2007,3.804842622045986,261952,Upper middle income,Latin America & Caribbean,10.0,No,68847,0,0,12771,0,0,0,0,0,249181
Dominica-2008,Dominica,2008,2.2340895227583,153826,Upper middle income,Latin America & Caribbean,10.0,No,68854,0,0,78928,0,0,0,0,0,74898
Dominica-2009,Dominica,2009,2.7613557156133828,190158,Upper middle income,Latin America & Caribbean,10.0,No,68864,0,0,0,0,0,0,0,0,190158
Dominica-2010,Dominica,2010,39.59776641784542,2726623,Upper middle income,Latin America & Caribbean,10.0,No,68858,0,0,0,0,0,0,0,0,2726623
Dominica-2011,Dominica,2011,5.642651296829971,389642,Upper middle income,Latin America & Caribbean,10.0,No,69053,0,0,0,0,0,0,0,0,389642
Dominica-2012,Dominica,2012,6.384521897651807,441279,Upper middle income,Latin America & Caribbean,10.0,No,69117,0,0,0,0,0,0,0,0,441279
Dominica-2013,Dominica,2013,8.802022520261064,613633,Upper middle income,Latin America & Caribbean,10.0,No,69715,0,0,0,0,0,0,0,0,613633
Dominica-2014,Dominica,2014,8.604805820414079,605546,Upper middle income,Latin America & Caribbean,10.0,No,70373,0,0,0,0,0,0,0,0,605546
Dominica-2015,Dominica,2015,6.9838659281352085,491734,Upper middle income,Latin America & Caribbean,10.0,No,70410,0,0,0,0,0,0,0,0,491734
Dominica-2016,Dominica,2016,13.649469873286785,950085,Upper middle income,Latin America & Caribbean,10.0,No,69606,0,0,185441,0,0,0,0,0,764644
Dominica-2017,Dominica,2017,11.212421163279608,768006,Upper middle income,Latin America & Caribbean,10.0,No,68496,0,0,0,0,0,0,0,0,768006
Dominica-2018,Dominica,2018,90.46701088391468,6167498,Upper middle income,Latin America & Caribbean,10.0,No,68174,0,0,6066157,0,59709,0,0,0,41632
Dominica-2019,Dominica,2019,82.50500883912787,5600440,Upper middle income,Latin America & Caribbean,10.0,No,67880,0,0,4550346,0,0,0,0,0,1050094
Dominica-2020,Dominica,2020,35.80364938658932,2419360,Upper middle income,Latin America & Caribbean,10.0,No,67573,0,0,185916,0,0,0,0,0,2233444
Dominica-2021,Dominica,2021,27.634400761882087,1857087,Upper middle income,Latin America & Caribbean,10.0,No,67202,0,0,1465478,0,0,0,0,0,391609
Dominica-2022,Dominica,2022,7.267620387274414,485666,Upper middle income,Latin America & Caribbean,10.0,No,66826,0,0,3217,51663,0,0,0,0,430786
Dominica-2023,Dominica,2023,4.522417681551646,300786,Upper middle income,Latin America & Caribbean,10.0,No,66510,0,135962,6921,78548,0,0,0,0,79355
Dominica-2024,Dominica,2024,5.584155275281323,369699,Upper middle income,Latin America & Caribbean,,No,66205,0,165162,0,0,0,0,0,0,204537
Dominican Republic-2000,Dominican Republic,2000,0.0,0,Upper middle income,Latin America & Caribbean,8.33,No,8584190,0,0,0,0,0,0,0,0,0
Dominican Republic-2001,Dominican Republic,2001,5.031041538445484,43872106,Upper middle income,Latin America & Caribbean,8.33,No,8720283,1244172,4046026,5938524,0,6363294,8710762,6539261,8078851,2951216
Dominican Republic-2002,Dominican Republic,2002,7.792012073787015,68976722,Upper middle income,Latin America & Caribbean,7.5,No,8852235,0,4136179,20658312,3232,3601444,12098341,6774125,13307760,8397329
Dominican Republic-2003,Dominican Republic,2003,5.412160518984213,48604557,Upper middle income,Latin America & Caribbean,8.33,No,8980620,0,4436640,653706,118915,9346456,14760512,8290580,8129523,2868225
Dominican Republic-2004,Dominican Republic,2004,6.154070361295884,56032146,Upper middle income,Latin America & Caribbean,8.33,No,9104892,0,3824161,97630,193467,9125636,24016068,5624475,6628546,6522163
Dominican Republic-2005,Dominican Republic,2005,5.449687773508477,50273555,Upper middle income,Latin America & Caribbean,8.33,No,9225034,0,4292383,308418,41856,10420733,18855265,3178060,8096359,5080481
Dominican Republic-2006,Dominican Republic,2006,6.925774596833677,64694921,Upper middle income,Latin America & Caribbean,8.33,No,9341182,0,4024700,641290,712594,8846482,15500190,14820556,13230115,6918994
Dominican Republic-2007,Dominican Republic,2007,4.976877230542813,47059649,Upper middle income,Latin America & Caribbean,8.33,No,9455658,63711,3459564,55307,158168,8529251,15873227,5527885,8569507,4823029
Dominican Republic-2008,Dominican Republic,2008,6.532815703954715,62539494,Upper middle income,Latin America & Caribbean,8.33,No,9573130,0,7039335,1912220,755807,6612410,12533653,22905978,7098989,3681102
Dominican Republic-2009,Dominican Republic,2009,6.711775593550048,65072443,Upper middle income,Latin America & Caribbean,8.33,No,9695265,0,7431362,665002,1862857,3584834,16886449,22209771,6188760,6243408
Dominican Republic-2010,Dominican Republic,2010,9.55391416140751,93821109,Upper middle income,Latin America & Caribbean,8.33,No,9820175,0,11620359,512196,4160283,8408323,22128346,25538811,8579897,12872894
Dominican Republic-2011,Dominican Republic,2011,8.987965055173529,89390894,Upper middle income,Latin America & Caribbean,8.33,No,9945621,0,10121292,728647,4984977,7590536,28660621,12417591,11734273,13152957
Dominican Republic-2012,Dominican Republic,2012,10.838692482362438,109150088,Upper middle income,Latin America & Caribbean,7.5,No,10070411,12653,12321308,570647,5716475,7375031,30402039,31292148,9592337,11867450
Dominican Republic-2013,Dominican Republic,2013,8.349258747838888,85110941,Upper middle income,Latin America & Caribbean,7.5,No,10193832,0,13726043,1072327,3185077,21687483,29049036,5810662,5895471,4684842
Dominican Republic-2014,Dominican Republic,2014,6.741537296155592,69542510,Upper middle income,Latin America & Caribbean,6.67,No,10315527,0,13017181,941650,2501855,10142291,22283346,7437538,2957271,10261378
Dominican Republic-2015,Dominican Republic,2015,5.705720524984166,59538218,Upper middle income,Latin America & Caribbean,6.67,No,10434829,0,13344108,1319351,1670636,7535407,15657222,7251194,6400826,6359474
Dominican Republic-2016,Dominican Republic,2016,8.440377222838727,89058041,Upper middle income,Latin America & Caribbean,6.67,No,10551429,40386,14208116,4158190,4951471,9281218,17219290,27278914,4537636,7382820
Dominican Republic-2017,Dominican Republic,2017,8.01484281712968,85493070,Upper middle income,Latin America & Caribbean,6.67,No,10666843,0,17800384,1314396,4837838,11475161,24412229,5546542,12191728,7914792
Dominican Republic-2018,Dominican Republic,2018,7.760557381789906,83674741,Upper middle income,Latin America & Caribbean,6.67,No,10782053,0,15152396,1492821,4408573,13047810,13188391,20988339,10449375,4947036
Dominican Republic-2019,Dominican Republic,2019,6.422439217469584,69966329,Upper middle income,Latin America & Caribbean,6.67,No,10894043,0,14167499,892006,1564356,10837818,15444525,13161920,6957938,6940267
Dominican Republic-2020,Dominican Republic,2020,6.712010846361382,73887829,Upper middle income,Latin America & Caribbean,6.67,No,11008300,55956,13406133,1021648,310595,9660851,26359225,3629051,8064367,11380003
